team_id,1_player,2_player,3_player,4_player,5_player,prpg!,dprpg,bpm,obpm,dbpm
2014 North Dakota St.,Lawrence Alexander,Kory Brown,TrayVonn Wright,Taylor Braun,Marshall Bjorklund,15.4,13.6,17.2,15.1,7.3
2014 Ohio St.,Aaron Craft,Lenzelle Smith Jr.,Sam Thompson,LaQuinton Ross,Amir Williams,11.9,20.8,28,10.7,20.4
2014 Oklahoma,Jordan Woodard,Isaiah Cousins,Buddy Hield,Cameron Clark,Ryan Spangler,16.3,15.5,22.8,17.3,8.3
2014 Oklahoma St.,Marcus Smart,Phil Forte,Markel Brown,Le'Bryan Nash,Kamari Murphy,17.6,19.1,30.6,18.6,12.4
2014 Oregon,Johnathan Loyd,Joseph Young,Damyean Dotson,Mike Moser,Waverly Austin,13,12.4,19.7,13.7,9.2
2014 Pittsburgh,Lamar Patterson,James Robinson,Cameron Wright,Michael Young,Talib Zanna,15.9,18.3,29.5,16.9,12.7
2014 Providence,Bryce Cotton,Josh Fortune,LaDontae Henton,Tyler Harris,Kadeem Batts,16.2,17.2,15.2,13.1,2.8
2014 Saint Joseph's,Chris Wilson,Langston Galloway,DeAndre Bembry,Ronald Roberts,Halil Kanacevic,14.8,18.3,21.4,12.8,10.8
2014 Saint Louis,Jordair Jett,Mike McCall Jr.,Jake Barnett,Dwayne Evans,Rob Loe,9,20.1,21,4.3,14.6
2014 San Diego St.,Xavier Thames,JJ O'Brien,Winston Shepard,Josh Davis,Skylar Spencer,9.5,20.5,22.8,7.6,13.6
2014 Stanford,Chasson Randle,Anthony Brown,Josh Huestis,Dwight Powell,Stefan Nastic,15.2,17.6,20.7,11.9,9.1
2014 Stephen F. Austin,Trey Pinkney,Desmond Haymon,Thomas Walkup,Nikola Gajic,Jacob Parker,11.1,14.5,19.3,11.9,7.7
2014 Syracuse,Tyler Ennis,Trevor Cooney,C.J. Fair,Jerami Grant,Rakeem Christmas,17.4,20.5,28.9,15,15.7
2014 Tennessee,Antonio Barton,Jordan McRae,Josh Richardson,Jeronne Maymon,Jarnell Stokes,16.5,18.2,30.1,19.6,11.2
2014 Texas,Javan Felix,Isaiah Taylor,Demarcus Holland,Jonathan Holmes,Cameron Ridley,10.8,16.4,20,10.9,13.2
2014 Texas Southern,Madarious Gibbs,Lawrence Johnson-Danner,D'Aris Scarver,D'Angelo Scott,Aaric Murray,8.5,7.9,-3.7,3.5,-5.9
2014 Tulsa,Shaquille Harrison,James Woodard,Tim Peete,Rashad Smith,D'Andre Wright,9,14.5,15.5,6.2,10.6
2014 UCLA,Kyle Anderson,Norman Powell,Jordan Adams,Travis Wear,David Wear,15.9,16.7,31.2,19,11.8
2014 VCU,Briante Weber,Rob Brandenberg,Jordan Burgess,Treveon Graham,Juvonte Reddic,9.6,19.2,26,8.3,21.8
2014 Villanova,Ryan Arcidiacono,Darrun Hilliard,James Bell,JayVaughn Pinkston,Daniel Ochefu,14.1,18.6,31,15.6,17.2
2014 Virginia,London Perrantes,Malcolm Brogdon,Joe Harris,Akil Mitchell,Mike Tobey,12,20.1,30.4,12,16.4
2014 Weber St.,Davion Berry,Jordan Richardson,Jeremy Senglin,Kyle Tresnak,Joel Bolomboy,10,12.4,4.3,6,-3.2
2014 Western Michigan,David Brown,Austin Richie,Tucker Haymond,Connar Tava,Shayne Whittington,11.5,14.9,8.9,6.2,2.6
2014 Wichita St.,Fred VanVleet,Tekele Cotton,Ron Baker,Cleanthony Early,Kadeem Coleby,15,17.9,33.2,16,20.8
2014 Wisconsin,Traevon Jackson,Ben Brust,Josh Gasser,Sam Dekker,Frank Kaminsky,20.2,18.2,31.9,22.6,13
2014 Wofford,Karl Cochran,Eric Garcia,Spencer Collins,Lee Skinner,CJ Neumann,8.5,13.4,4.9,2.9,2.7
2014 Xavier,Dee Davis,Semaj Christon,Justin Martin,Isaiah Philmore,Jalen Reynolds,11.7,14,11.2,7.2,5.1
2015 Albany,Evan Singletary,Peter Hooley,Ray Sanders,Sam Rowley,Michael Rowley,10.6,14.4,8.8,7.7,2.6
2015 Arizona,T.J. McConnell,Stanley Johnson,Rondae Hollis-Jefferson,Brandon Ashley,Kaleb Tarczewski,14.9,22.4,36.2,17.1,19.5
2015 Arkansas,Rashad Madden,Anton Beard,Michael Qualls,Alandise Harris,Bobby Portis,14.3,14.4,25.9,19.2,6.6
2015 Baylor,Kenny Chery,Lester Medford,Royce O'Neale,Taurean Prince,Rico Gathers,16.1,20,33.6,21.3,16.3
2015 Belmont,Reece Chamberlain,Taylor Barnette,Craig Bradshaw,Evan Bradds,Amanze Egekeze,11.4,11.8,10.7,11.7,3.1
2015 Boise St.,Derrick Marks,Igor Hadziomerovic,Chandler Hutchison,Nick Duncan,James Webb III,11.8,15.2,19.7,10.4,10.3
2015 Buffalo,Shannon Evans,Lamonte Bearden,Jarryn Skeete,Xavier Ford,Justin Moss,11.9,16.3,15.6,10.9,5.6
2015 Butler,Alexander Barlow,Kellen Dunham,Roosevelt Jones,Andrew Chrabascz,Kameron Woods,13.6,22.4,28.5,12.8,16.1
2015 BYU,Kyle Collinsworth,Chase Fischer,Tyler Haws,Josh Sharp,Corbin Kaufusi,13.5,12.1,19.2,15.6,2.5
2015 Cincinnati,Troy Caupain,Farad Cobb,Shaq Thomas,Gary Clark,Octavius Ellis,11.1,17.7,24.3,11.2,13.7
2015 Coastal Carolina,Shivaughn Wiggins,Josh Cameron,Warren Gillis,Badou Diagne,Tristian Curtis,8.2,12.4,5.4,5.2,0.3
2015 Davidson,Jack Gibbs,Brian Sullivan,Tyler Kalinoski,Jordan Barham,Peyton Aldridge,20.2,14.6,27.8,26.8,6.8
2015 Dayton,Scoochie Smith,Kyle Davis,Jordan Sibert,Kendall Pollard,Dyshawn Pierre,11.6,19.9,17.3,7.1,7.9
2015 Duke,Tyus Jones,Quinn Cook,Matt Jones,Justise Winslow,Jahlil Okafor,19.9,19,38.2,26.2,12.6
2015 Eastern Washington,Tyler Harvey,Parker Kelly,Drew Brandon,Ognjen Miljkovic,Venky Jois,13.8,11.5,7.3,12,-3.8
2015 Georgetown,D'Vauntes Smith-Rivera,L.J. Peak,Jabril Trawick,Isaac Copeland,Joshua Smith,12.8,15.9,23.2,15.1,9.8
2015 Georgia,J.J. Frazier,Charles Mann,Cameron Forte,Nemanja Djurisic,Marcus Thornton,12.7,14.7,17.8,13.8,5.5
2015 Georgia St.,Ryann Green,Kevin Ware,R.J. Hunter,Markus Crider,Curtis Washington,9.3,14.6,11.4,4.7,6.9
2015 Gonzaga,Kevin Pangos,"Gary Bell, Jr.",Byron Wesley,Kyle Wiltjer,Przemek Karnowski,17.3,18.4,34.7,23.8,18.8
2015 Hampton,Deron Powers,Brian Darden,Reginald Johnson,Quinton Chirvous,Jervon Pressley,4.9,9.2,-9.1,-0.8,-7.2
2015 Harvard,Siyani Chambers,Corbin Miller,Wesley Saunders,Jonah Travis,Steve Moundou-Missi,9.7,17.3,15.4,7.8,7.3
2015 Indiana,Yogi Ferrell,Robert Johnson,James Blackmon Jr.,Troy Williams,Hanner Mosquera-Perea,16.5,12.8,17.6,18.5,2.9
2015 Iowa,Mike Gesell,Peter Jok,Jarrod Uthoff,Aaron White,Adam Woodbury,12.4,17,25.9,15,16.1
2015 Iowa St.,Monte Morris,Naz Long,Dustin Hogue,Georges Niang,Jameel McKay,17.3,17.4,27.7,19.2,11.8
2015 Kansas,Frank Mason,Wayne Selden Jr.,Kelly Oubre,Perry Ellis,Landen Lucas,12.3,17.1,25.8,13.5,14.3
2015 Kentucky,Andrew Harrison,Aaron Harrison,Trey Lyles,Willie Cauley-Stein,Karl-Anthony Towns,14.2,20.6,45,21.2,22.5
2015 Lafayette,Nick Lindner,Joey Ptasinski,Bryce Scott,Seth Hinrichs,Dan Trist,15.4,8.2,3.6,15,-5.4
2015 Louisville,Terry Rozier,Quentin Snider,Wayne Blackshear,Montrezl Harrell,Mangok Mathiang,11.2,20.2,23.3,8,17.5
2015 LSU,Jalyn Patterson,Keith Hornsby,Tim Quarterman,Jordan Mickey,Jarell Martin,12.8,20.4,21.8,11,9
2015 Manhattan,RaShawn Stores,Shane Richards,Donovan Kates,Emmy Andujar,Ashton Pankey,8.6,14.1,8.8,5.6,5.1
2015 Maryland,Melo Trimble,Richaud Pack,Dez Wells,Jake Layman,Damonte Dodd,13.5,17.6,23.9,11.7,14
2015 Michigan St.,Travis Trice,Bryn Forbes,Denzel Valentine,Branden Dawson,Matt Costello,16.2,18.3,35.1,22.8,12.9
2015 Mississippi,Jarvis Summers,Stefan Moody,Martavious Newby,Sebastian Saiz,M.J. Rhett,11.3,13.4,17,11.7,5.4
2015 NC St.,Trevor Lacey,Ralston Turner,Caleb Martin,Abdul-Malik Abu,Lennard Freeman,11.4,13.7,16.9,13,4.1
2015 New Mexico St.,Ian Baker,Daniel Mullings,Remi Barry,Pascal Siakam,Tshilidzi Nephawe,11.8,16.7,16.6,10,8.2
2015 North Carolina,Marcus Paige,J.P. Tokoto,Justin Jackson,Brice Johnson,Kennedy Meeks,16.2,18.3,37.1,24.1,15.8
2015 North Dakota St.,Lawrence Alexander,Carlin Dupree,Kory Brown,A.J. Jacobson,Chris Kading,7.2,14.7,2,-0.4,4
2015 North Florida,Dallas Moore,Jalen Nesbitt,Demarcus Daniels,Beau Beech,Chris Davenport,10.7,13.8,8.8,8.2,2
2015 Northeastern,T.J. Williams,David Walker,Zach Stahl,Quincy Ford,Scott Eatherton,10.5,15,9.1,7.6,2.7
2015 Northern Iowa,Deon Mitchell,Matt Bohannon,Jeremy Morgan,Marvin Singleton,Seth Tuttle,11.4,15.9,26.6,14.6,12.4
2015 Notre Dame,Jerian Grant,Demetrius Jackson,Steve Vasturia,Pat Connaughton,Zach Auguste,21.2,17.4,30,25.1,10.1
2015 Ohio St.,Shannon Scott,D'Angelo Russell,Jae'Sean Tate,Sam Thompson,Amir Williams,13.8,19.1,28.7,15.1,12.4
2015 Oklahoma,Jordan Woodard,Isaiah Cousins,Buddy Hield,Ryan Spangler,TaShawn Thomas,14.2,23,31.4,15.2,15.7
2015 Oklahoma St.,Anthony Hickey,Phil Forte,Jeff Newberry,Le'Bryan Nash,Michael Cobbins,13.8,18,22.9,13.9,10.9
2015 Oregon,Joseph Young,Casey Benson,Elgin Cook,Dillon Brooks,Jordan Bell,12.5,14.4,16.4,10.2,8.1
2015 Providence,Kris Dunn,LaDontae Henton,Tyler Harris,Ben Bentil,Carson Desrosiers,14.3,18.3,23.4,13.1,10.6
2015 Purdue,Jon Octeus,Dakota Mathias,Rapheal Davis,Vince Edwards,A.J. Hammons,11.1,15.8,22.6,12,13.8
2015 Robert Morris,Kavon Stewart,Marcquise Reed,Rodney Prior,Aaron Tate,Elijah Minnie,6.3,11.5,4.7,3.5,-0.3
2015 San Diego St.,Aqeel Quinn,Matt Shrigley,JJ O'Brien,Winston Shepard,Skylar Spencer,7.5,18.9,22.3,5.6,17.3
2015 SMU,Nic Moore,Ryan Manuel,Sterling Brown,Markus Kennedy,Yanick Moreira,13.4,16.6,26.2,16.8,11.7
2015 St. John's,Rysheed Jordan,Phil Greene IV,D'Angelo Harrison,Sir'Dominic Pointer,Amar Alibegovic,12.8,17.4,14.3,7.9,6
2015 Stephen F. Austin,Trey Pinkney,Dallas Cameron,Thomas Walkup,Ty Charles,Jacob Parker,10.4,13.4,18.2,12.2,9.1
2015 Texas,Isaiah Taylor,Kendal Yancy,Jonathan Holmes,Connor Lammert,Cameron Ridley,11.3,15.9,21,11,8.5
2015 Texas Southern,Madarious Gibbs,David Blanks,Chris Thomas,Malcolm Riley,Tonnie Collier,7.7,9.7,-0.6,6.8,-3.6
2015 UAB,Nick Norton,Hakeem Baxter,Robert Brown,Tosin Mehinti,William Lee,6.3,13.1,6,1.5,-0.2
2015 UC Irvine,Alex Young,Luke Nelson,Travis Souza,Will Davis II,Mamadou Ndiaye,9.6,14.9,12.9,7.7,8.6
2015 UCLA,Bryce Alford,Isaac Hamilton,Norman Powell,Kevon Looney,Tony Parker,15.3,17.9,19.6,14.3,7.9
2015 Utah,Delon Wright,Brandon Taylor,Dakarai Tucker,Jordan Loveridge,Jakob Poeltl,16.2,19.3,39.3,23.2,17.8
2015 Valparaiso,E. Victor Nickerson,Tevonn Walker,Darien Walker,Alec Peters,Vashil Fernandez,9.4,15.7,15,6.5,15.2
2015 VCU,JeQuan Lewis,Melvin Johnson,Terry Larrier,Treveon Graham,Mo Alie-Cox,11.4,14.3,18.9,14.7,12.2
2015 Villanova,Dylan Ennis,Ryan Arcidiacono,Darrun Hilliard,JayVaughn Pinkston,Daniel Ochefu,15.7,19.3,32.4,18.9,13.2
2015 Virginia,London Perrantes,Malcolm Brogdon,Evan Nolte,Anthony Gill,Darion Atkins,12.1,20.9,31.7,11.6,22.9
2015 West Virginia,Juwan Staten,Gary Browne,Daxter Miles Jr.,Jonathan Holton,Devin Williams,10.5,14.8,20,12.3,7.5
2015 Wichita St.,Fred VanVleet,Tekele Cotton,Evan Wessel,Ron Baker,Darius Carter,15.5,18.9,34.9,22.1,17.5
2015 Wisconsin,Bronson Koenig,Josh Gasser,Nigel Hayes,Sam Dekker,Frank Kaminsky,24.2,21.4,44.9,32.7,18.3
2015 Wofford,Karl Cochran,Eric Garcia,Spencer Collins,Lee Skinner,CJ Neumann,9.2,15.5,12.1,7,4.7
2015 Wyoming,Josh Adams,Riley Grabau,Charles Hankerson Jr.,Larry Nance Jr.,Derek Cooke Jr.,10.4,18.1,12,5.5,7.5
2015 Xavier,Dee Davis,Remy Abell,Trevon Bluiett,James Farr,Matt Stainbrook,11.7,14.8,20.7,13.6,5.2
2016 Arizona,Kadeem Allen,Gabe York,Allonzo Trier,Ryan Anderson,Kaleb Tarczewski,15.2,17.8,26.9,17,13.9
2016 Austin Peay,Josh Robinson,Khalil Davis,Jared Savage,Kenny Jones,Chris Horton,8.5,11,1,5.8,-5.9
2016 Baylor,Lester Medford,Al Freeman,Ishmail Wainright,Taurean Prince,Johnathan Motley,14.8,14.9,22,15.8,10
2016 Buffalo,Lamonte Bearden,CJ Massinburg,Willie Conner,Blake Hamilton,Nick Perkins,9.2,12.3,9.3,6.8,3.4
2016 Butler,Roosevelt Jones,Kellen Dunham,Andrew Chrabascz,Kelan Martin,Tyler Wideman,17.2,16.4,25,18.8,10.6
2016 Cal St. Bakersfield,Dedrick Basile,Brent Wrapp,Jaylin Airington,Kevin Mays,Aly Ahmed,7.8,16.1,10.7,3.3,9.6
2016 California,Sam Singer,Jordan Mathews,Jaylen Brown,Ivan Rabb,Kameron Rooks,10.7,15.5,18.5,7.3,12.4
2016 Chattanooga,Greg Pryor,Eric Robertson,Tre' McLean,Chuck Ester,Justin Tuoyo,8.3,14.3,7.7,2.2,3.4
2016 Cincinnati,Troy Caupain,Kevin Johnson,Jacob Evans III,Gary Clark,Octavius Ellis,11.5,17.6,21.9,9.2,13.4
2016 Colorado,Dominique Collier,Xavier Talton,George King,Wesley Gordon,Josh Scott,10.3,15.7,19.7,8.3,9.7
2016 Connecticut,Sterling Gibbs,Rodney Purvis,Daniel Hamilton,Shonn Miller,Amida Brimah,14.4,18.4,27.2,13.5,14.5
2016 Dayton,Scoochie Smith,Kyle Davis,Charles Cooke,Kendall Pollard,Dyshawn Pierre,12.8,19.3,22.2,11.6,8
2016 Duke,Grayson Allen,Luke Kennard,Matt Jones,Brandon Ingram,Marshall Plumlee,21.2,17.9,30.5,23.8,10.6
2016 Fairleigh Dickinson,Stephan Jiggetts,Darian Anderson,Marques Townes,Earl Potts Jr.,Mike Holloway,8.9,7.9,-7.5,2.8,-5.5
2016 Florida Gulf Coast,Zach Johnson,Julian DeBose,Christian Terrell,Marc-Eddy Norelia,Demetris Morant,7,13,3.9,0.3,6.6
2016 Fresno St.,Marvelle Harris,Cezar Guerrero,Julien Lewis,Karachi Edo,Cullen Russo,10.4,14.6,12.2,6.7,8.3
2016 Gonzaga,Josh Perkins,Eric McClellan,Kyle Dranginis,Kyle Wiltjer,Domantas Sabonis,17.1,18.6,28.8,19,16.6
2016 Green Bay,Carrington Love,Khalil Small,Charles Cooper,Jordan Fouse,Kenneth Lowe,9.6,12.2,7.6,6.6,1.5
2016 Hampton,Reginald Johnson,Lawrence Cooks,Brian Darden,Quinton Chievous,Dionte Adams,7.5,10.8,-2.2,1.2,0.9
2016 Hawaii,Roderick Bobbitt,Quincy Smith,Aaron Valdes,Mike Thomas,Stefan Jankovic,11.4,17,20.3,9.7,8.8
2016 Holy Cross,Anthony Thompson,Eric Green,Karl Charles,Robert Champion,Malachi Alexander,4.4,9.7,-5.6,-2.1,-2.5
2016 Indiana,Yogi Ferrell,Nick Zeisloft,Collin Hartman,Troy Williams,Thomas Bryant,15.8,13.9,25.7,19.4,7.4
2016 Iona,A.J. English,Ibn Muhammad,Deyshonee Much,Isaiah Williams,Jordan Washington,13.5,12.4,8.7,11.4,1.3
2016 Iowa,Mike Gesell,Anthony Clemmons,Peter Jok,Jarrod Uthoff,Adam Woodbury,14.6,17.7,25.3,15.5,14.1
2016 Iowa St.,Monte Morris,Matt Thomas,Abdel Nader,Georges Niang,Jameel McKay,19.7,18,25,19.1,11
2016 Kansas,Frank Mason III,Devonte' Graham,Wayne Selden Jr.,Perry Ellis,Landen Lucas,18.3,19.1,36.3,22.5,18.7
2016 Kentucky,Tyler Ulis,Isaiah Briscoe,Jamal Murray,Derek Willis,Marcus Lee,18.8,16.9,35.4,25.9,14.2
2016 Little Rock,Josh Hagins,Marcus Johnson,Kemy Osse,Roger Woods,Lis Shoshi,8.2,13.2,15.3,6.8,8.8
2016 Maryland,Melo Trimble,Rasheed Sulaimon,Jake Layman,Robert Carter,Diamond Stone,17,17.8,29.4,19.3,11.2
2016 Miami FL,Angel Rodriguez,Sheldon McClellan,Davon Reed,Kamari Murphy,Tonye Jekiri,14.8,17.8,24.2,14.9,7.6
2016 Michigan,Derrick Walton Jr.,Muhammad-Ali Abdur-Rahkman,Zak Irvin,Duncan Robinson,Mark Donnal,13.1,15.2,16.6,11.5,9.6
2016 Michigan St.,Denzel Valentine,Bryn Forbes,Eron Harris,Deyonta Davis,Matt Costello,19.1,16.4,40.8,30,9.9
2016 Middle Tennessee,Jaqawn Raymond,Giddy Potts,Perrin Buford,Darnell Harris,Reggie Upshaw,9.6,15.7,16,8.6,8.9
2016 North Carolina,Joel Berry II,Marcus Paige,Justin Jackson,Brice Johnson,Kennedy Meeks,18.1,18.3,39.8,26.2,18.1
2016 Northern Iowa,Wes Washpun,Matt Bohannon,Jeremy Morgan,Paul Jesperson,Bennett Koch,13.6,16.8,16.2,8.8,9.8
2016 Notre Dame,Demetrius Jackson,Matt Farrell,Steve Vasturia,V.J. Beachem,Zach Auguste,15.1,13.5,12.2,13.5,3
2016 Oklahoma,Jordan Woodard,Isaiah Cousins,Buddy Hield,Khadeem Lattin,Ryan Spangler,18.6,19.9,34.4,20.5,9.2
2016 Oregon,Tyler Dorsey,Casey Benson,Elgin Cook,Dillon Brooks,Chris Boucher,18.3,17.2,26.8,19.4,11.6
2016 Oregon St.,Gary Payton II,Stephen Thompson Jr.,Malcolm Duvivier,Olaf Schaftenaar,Drew Eubanks,9.6,13.8,15.1,8.9,7.1
2016 Pittsburgh,James Robinson,Cameron Johnson,Jamel Artis,Ryan Luther,Michael Young,13.6,15.9,23.6,15.5,8.5
2016 Providence,Kris Dunn,Kyron Cartwright,Jalen Lindsey,Rodney Bullock,Ben Bentil,12.6,18.7,20.2,9.3,9.3
2016 Purdue,P.J. Thompson,Rapheal Davis,Vince Edwards,Caleb Swanigan,A.J. Hammons,12.7,17.5,27.7,14.9,11.1
2016 Saint Joseph's,Shavar Newkirk,Aaron Brown,DeAndre' Bembry,Isaiah Miles,Pierfrancesco Oliva,13.4,15.9,21.3,12.7,14.1
2016 Seton Hall,Isaiah Whitehead,Khadeen Carrington,Desi Rodriguez,Ismael Sanogo,Angel Delgado,13.3,19.8,28.1,13.9,10.1
2016 South Dakota St.,George Marshall,Deondre Parks,Reed Tellinghuisen,Jake Bittle,Mike Daum,12.3,14.1,16.7,14.8,-0.3
2016 Southern,Christopher Hyder,Trelun Banks,Adrian Rodgers,Shawn Prudhomme,Jared Sam,7.7,12,2.2,3.8,1
2016 Stephen F. Austin,Trey Pinkney,Demetrious Floyd,Thomas Walkup,Ty Charles,TJ Holyfield,10.4,15.5,22.1,9.4,11.1
2016 Stony Brook,Carson Puriefoy,Lucas Woodhouse,Ahmad Walker,Rayshaun McGrew,Jameel Warney,11.4,17.2,13.4,6.3,5.9
2016 Syracuse,Trevor Cooney,Malachi Richardson,Michael Gbinije,Tyler Lydon,Tyler Roberson,14.6,20.3,22,12.2,9.3
2016 Temple,Josh Brown,Quenton DeCosey,Daniel Dingle,Obi Enechionyia,Jaylen Bond,9.1,16.1,10.9,2.7,9
2016 Texas,Isaiah Taylor,Javan Felix,Demarcus Holland,Connor Lammert,Prince Ibeh,10.4,13.9,18.7,7.7,11.5
2016 Texas A&M,Anthony Collins,Alex Caruso,Danuel House,Jalen Jones,Tyler Davis,13.1,18.2,26.1,13.5,14.4
2016 Texas Tech,Keenan Evans,Toddrick Gotcher,Justin Gray,Zach Smith,Matthew Temple,12,13.7,19,10.6,9
2016 Tulsa,Shaquille Harrison,James Woodard,Marquel Curtis,Pat Birt,Brandon Swannegan,11.8,15,15.7,11.2,7.8
2016 UNC Asheville,Dylan Smith,Kevin Vannatta,Ahmad Thomas,Sam Hughes,Dwayne Sutton,8,16.4,7,0.6,3.9
2016 UNC Wilmington,Denzel Ingram,Craig Ponder,Chris Flemmings,C.J. Bryce,Marcus Bryan,9.6,13,10.6,7.4,3.3
2016 USC,Jordan McLaughlin,Julian Jacobs,Elijah Stewart,Bennie Boatwright,Nikola Jovanovic,13.7,15.3,18.2,13.2,6.8
2016 Utah,Brandon Taylor,Lorenzo Bonam,Jordan Loveridge,Kyle Kuzma,Jakob Poeltl,16.4,16,24.2,18.2,7
2016 Vanderbilt,Wade Baldwin IV,Matthew Fisher-Davis,Jeff Roberson,Damian Jones,Luke Kornet,14.8,18.4,31.3,16.8,14.6
2016 VCU,JeQuan Lewis,Melvin Johnson,Korey Billbury,Jordan Burgess,Mo Alie-Cox,11,16.3,22.1,12.4,7
2016 Villanova,Jalen Brunson,Ryan Arcidiacono,Josh Hart,Kris Jenkins,Daniel Ochefu,17.1,19.2,37.3,23.4,17.5
2016 Virginia,London Perrantes,Devon Hall,Malcolm Brogdon,Isaiah Wilkins,Anthony Gill,17.3,18.4,36.9,22.1,12.3
2016 Weber St.,McKay Cannon,Jeremy Senglin,Ryan Richardson,Zach Braxton,Joel Bolomboy,7.5,13.6,4.2,0.4,-0.1
2016 West Virginia,Jevon Carter,Daxter Miles Jr.,Esa Ahmad,Nathan Adrian,Devin Williams,9.4,16.2,24.3,9,13.5
2016 Wichita St.,Fred VanVleet,Ron Baker,Evan Wessel,Zach Brown,Shaquille Morris,11,16.2,30.8,12.5,16.9
2016 Wisconsin,Bronson Koenig,Zak Showalter,Vitto Brown,Nigel Hayes,Ethan Happ,14.7,18.6,21.3,10.3,13.1
2016 Xavier,Myles Davis,Remy Abell,Edmond Sumner,Trevon Bluiett,Jalen Reynolds,12.8,15.7,23.7,14,13.7
2016 Yale,Makai Mason,Nick Victor,Anthony Dallier,Justin Sears,Brandon Sherrod,10.5,17,20.5,8.8,13.5
2017 Arizona,Kadeem Allen,Allonzo Trier,Rawle Alkins,Lauri Markkanen,Dusan Ristic,17.9,18.5,30.9,21.9,16
2017 Arkansas,Jaylen Barford,Dusty Hannahs,Manuale Watkins,Dustin Thomas,Moses Kingsley,12.1,12,15.5,12.2,1.4
2017 Baylor,Manu Lecomte,King McClure,Ishmail Wainright,Johnathan Motley,Jo Lual-Acuil Jr.,14,18,30,15.9,17.4
2017 Bucknell,Stephen Brown,Kimbal Mackenzie,Avi Toomer,Zach Thomas,Nana Foulland,11,15,17.5,9.2,11.2
2017 Butler,Kethan Savage,Kamar Baldwin,Avery Woodson,Andrew Chrabascz,Tyler Wideman,12.9,14.8,25.1,14.3,12.7
2017 Cincinnati,Troy Caupain,Kevin Johnson,Jacob Evans III,Gary Clark,Kyle Washington,15.1,19.6,31,17,16.1
2017 Creighton,Davion Mintz,Marcus Foster,Khyri Thomas,Cole Huff,Justin Patton,12.3,15.1,22.5,11.9,12.6
2017 Dayton,Scoochie Smith,Kyle Davis,Charles Cooke,Kendall Pollard,Xeyrius Williams,14.6,17.3,27.9,15.9,11.2
2017 Duke,Frank Jackson,Matt Jones,Luke Kennard,Jayson Tatum,Amile Jefferson,19.3,19.9,32.7,21.4,12.9
2017 East Tennessee St.,T.J. Cromer,A.J. Merriweather,Desonta Bradford,Tevin Glass,Hanner Mosquera-Perea,9.7,15,15.4,7.4,7.8
2017 Florida,Kasey Hill,KeVaughn Allen,Justin Leon,Devin Robinson,Kevarrius Hayes,12.2,17,31,14.1,17.7
2017 Florida Gulf Coast,Brandon Goodwin,Zach Johnson,Christian Terrell,Marc-Eddy Norelia,Demetris Morant,12,12.7,13.1,11.7,2.6
2017 Florida St.,Xavier Rathan-Mayes,Terance Mann,Dwayne Bacon,Jonathan Isaac,Christ Koumadje,12.9,15.1,27.9,15.4,14.4
